Filename,Avg_Entropy,Min,Max,StdDev
crowd_run_1080p50.y4m,7.44644242511785,7.40002068248732,7.49679521363687,0.0216467419102613
old_town_cross_1080p50.y4m,7.10948789051068,7.06401854071117,7.16114360319063,0.0235620933946531
park_joy_1080p50.y4m,6.97073088876858,6.45100071647112,7.20069366824353,0.149556059097736
