Frame,integer_motion2,integer_motion,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.000000,0.000000,0.990868,0.977575,0.983698,0.993148,0.997660,0.706823,0.990799,0.995780,0.997401,95.064342,
1,2.993110,2.993110,0.966560,0.939474,0.940740,0.970047,0.987212,0.359582,0.936872,0.971974,0.984140,91.802162,
2,2.483001,3.001437,0.964442,0.930434,0.936897,0.969273,0.987493,0.358529,0.936547,0.971721,0.984192,90.764239,
3,2.267103,2.483001,0.963830,0.930745,0.936271,0.968872,0.986315,0.359502,0.932631,0.969779,0.983168,90.211484,
4,2.267103,2.267103,0.967575,0.936058,0.943810,0.972186,0.987698,0.369307,0.939463,0.973195,0.985063,91.293617,
5,2.503249,2.503249,0.964515,0.929795,0.937941,0.970046,0.986710,0.359542,0.930972,0.969134,0.983261,90.604598,
6,2.741719,3.190380,0.965062,0.929063,0.938621,0.970546,0.987812,0.358846,0.931845,0.969601,0.983417,91.029329,
7,2.741719,2.741719,0.963861,0.925901,0.936371,0.969248,0.987883,0.355236,0.927231,0.967278,0.982132,90.573205,
8,2.149224,3.160897,0.978901,0.951570,0.964059,0.982796,0.993239,0.433999,0.963672,0.984814,0.991682,94.529186,
9,2.149224,2.149224,0.968335,0.937018,0.943607,0.972763,0.988825,0.356902,0.934821,0.971927,0.984976,91.280979,
10,2.891053,2.891053,0.979645,0.953414,0.965017,0.983299,0.993650,0.447003,0.964940,0.985311,0.991690,95.567809,
11,2.969662,2.969662,0.967492,0.933526,0.941309,0.971808,0.989615,0.353673,0.935011,0.971918,0.984704,92.027127,
12,2.913586,3.048843,0.969412,0.935063,0.946357,0.974031,0.989970,0.365693,0.939848,0.974041,0.985876,92.538844,
13,2.913586,2.913586,0.969514,0.936366,0.945641,0.975516,0.988553,0.358411,0.931949,0.969909,0.983769,92.215127,
14,2.974712,3.248104,0.967050,0.931491,0.941822,0.972006,0.988903,0.357952,0.931663,0.969837,0.983782,91.758813,
15,2.974712,2.974712,0.965742,0.930808,0.939207,0.971202,0.987718,0.352701,0.926236,0.966801,0.981963,91.208794,
16,3.126451,3.530510,0.979354,0.953134,0.964387,0.983298,0.993567,0.438021,0.963608,0.984494,0.991601,95.748869,
17,2.670191,3.126451,0.969132,0.936333,0.946994,0.973363,0.989163,0.356558,0.934687,0.971444,0.984709,92.006996,
18,2.335353,2.670191,0.967557,0.932652,0.942605,0.972748,0.988984,0.357472,0.933347,0.970622,0.984267,91.212475,
19,2.335353,2.335353,0.966980,0.931948,0.941882,0.971938,0.988534,0.354216,0.928357,0.968010,0.982762,90.857273,
20,3.128903,3.144007,0.980036,0.954455,0.965660,0.982927,0.994243,0.444800,0.964746,0.984995,0.991700,95.921213,
21,3.128903,3.128903,0.969908,0.936302,0.946420,0.974714,0.989985,0.353998,0.935248,0.971830,0.984543,92.705691,
22,2.817437,3.360403,0.968445,0.935560,0.945394,0.972581,0.988671,0.357934,0.933524,0.970784,0.983696,91.913961,
23,2.817437,2.817437,0.967103,0.933200,0.943800,0.971607,0.987492,0.354457,0.928504,0.968055,0.982450,91.411132,
24,2.958421,2.958421,0.979825,0.952917,0.966219,0.983551,0.993447,0.437256,0.964331,0.984848,0.991345,95.651927,
25,3.111724,3.786428,0.967889,0.937065,0.943478,0.973125,0.987628,0.355486,0.933824,0.970750,0.983930,92.154158,
26,3.029972,3.111724,0.967518,0.933878,0.943466,0.974003,0.987207,0.357398,0.933066,0.970280,0.983700,91.937856,
27,3.029972,3.029972,0.968138,0.934444,0.945625,0.974246,0.987086,0.356819,0.928331,0.967649,0.982150,91.825809,
28,3.138617,3.583854,0.969294,0.935312,0.946770,0.975277,0.988336,0.365809,0.937184,0.972448,0.984861,92.614657,
29,3.033898,3.138617,0.968016,0.933577,0.943684,0.973676,0.988274,0.356356,0.928666,0.968532,0.983066,91.916950,
30,3.033898,3.033898,0.979972,0.953474,0.965782,0.984050,0.993693,0.442241,0.965111,0.985182,0.991945,95.829318,
31,3.269338,3.330955,0.969337,0.937390,0.946611,0.974389,0.988556,0.354195,0.934352,0.971097,0.984222,92.683722,
32,3.269338,3.269338,0.980740,0.954388,0.967490,0.984522,0.994136,0.435657,0.964807,0.985074,0.991764,96.260476,
33,2.486100,3.478899,0.968814,0.939955,0.946650,0.973119,0.987386,0.359673,0.934876,0.971264,0.984331,91.682983,
34,2.486100,2.486100,0.967273,0.936343,0.942728,0.972420,0.987183,0.359189,0.933846,0.970837,0.984092,91.316974,
35,2.989809,3.278352,0.966232,0.932234,0.941491,0.971244,0.987313,0.352637,0.928019,0.967614,0.981900,91.363059,
36,2.989809,2.989809,0.969380,0.935867,0.947672,0.974464,0.988887,0.365668,0.937848,0.972611,0.984996,92.482800,
37,3.216210,3.371692,0.966764,0.930992,0.943299,0.972650,0.987375,0.355435,0.927743,0.967499,0.982527,91.770740,
38,3.183229,3.216210,0.966407,0.929234,0.942752,0.972282,0.987463,0.354911,0.928602,0.967841,0.982442,91.667948,
39,2.774606,3.183229,0.963874,0.925032,0.938038,0.969599,0.986461,0.348416,0.922968,0.965019,0.981051,90.441660,
40,2.774606,2.774606,0.979848,0.953877,0.964880,0.983922,0.993515,0.441064,0.964237,0.984617,0.991152,95.408383,
41,2.409463,3.157815,0.968410,0.933603,0.942268,0.974397,0.989493,0.350166,0.933538,0.971079,0.984219,91.514294,
42,2.409463,2.409463,0.968027,0.932869,0.942976,0.973967,0.988696,0.353691,0.932390,0.969872,0.983078,91.278443,
43,2.333724,2.717667,0.966402,0.930796,0.940611,0.972648,0.987342,0.351113,0.927854,0.967645,0.982186,90.678692,
44,2.333724,2.333724,0.970496,0.936417,0.947888,0.976116,0.989567,0.366900,0.937801,0.972835,0.985040,91.977660,
45,2.573257,3.024466,0.964480,0.926693,0.938672,0.969915,0.986980,0.348106,0.925666,0.966490,0.981484,90.443706,
46,2.573257,2.573257,0.966402,0.931140,0.941865,0.971788,0.987382,0.356518,0.927546,0.967218,0.982011,90.905803,
47,2.551608,3.305539,0.964228,0.925081,0.938167,0.970281,0.986798,0.346857,0.922444,0.964931,0.981171,90.272390,
48,2.551608,2.551608,0.980371,0.953574,0.965102,0.984648,0.994063,0.439618,0.964343,0.984791,0.991365,95.285741,
