n:1 mse_avg:135.55 mse_y:191.69 mse_u:31.92 mse_v:14.62 psnr_avg:26.81 psnr_y:25.30 psnr_u:33.09 psnr_v:36.48 
n:2 mse_avg:146.12 mse_y:207.01 mse_u:33.90 mse_v:14.80 psnr_avg:26.48 psnr_y:24.97 psnr_u:32.83 psnr_v:36.43 
n:3 mse_avg:149.26 mse_y:211.69 mse_u:34.09 mse_v:14.74 psnr_avg:26.39 psnr_y:24.87 psnr_u:32.80 psnr_v:36.44 
n:4 mse_avg:144.96 mse_y:205.57 mse_u:33.09 mse_v:14.37 psnr_avg:26.52 psnr_y:25.00 psnr_u:32.93 psnr_v:36.56 
n:5 mse_avg:137.80 mse_y:195.30 mse_u:31.46 mse_v:14.12 psnr_avg:26.74 psnr_y:25.22 psnr_u:33.15 psnr_v:36.63 
n:6 mse_avg:135.37 mse_y:191.80 mse_u:31.08 mse_v:13.92 psnr_avg:26.82 psnr_y:25.30 psnr_u:33.21 psnr_v:36.69 
n:7 mse_avg:129.51 mse_y:183.32 mse_u:30.12 mse_v:13.65 psnr_avg:27.01 psnr_y:25.50 psnr_u:33.34 psnr_v:36.78 
n:8 mse_avg:125.52 mse_y:177.54 mse_u:29.56 mse_v:13.38 psnr_avg:27.14 psnr_y:25.64 psnr_u:33.42 psnr_v:36.86 
n:9 mse_avg:119.12 mse_y:168.10 mse_u:28.82 mse_v:13.53 psnr_avg:27.37 psnr_y:25.88 psnr_u:33.53 psnr_v:36.82 
n:10 mse_avg:125.01 mse_y:176.75 mse_u:29.39 mse_v:13.65 psnr_avg:27.16 psnr_y:25.66 psnr_u:33.45 psnr_v:36.78 
n:11 mse_avg:130.35 mse_y:184.61 mse_u:29.82 mse_v:13.87 psnr_avg:26.98 psnr_y:25.47 psnr_u:33.39 psnr_v:36.71 
n:12 mse_avg:127.41 mse_y:180.09 mse_u:30.32 mse_v:13.75 psnr_avg:27.08 psnr_y:25.58 psnr_u:33.31 psnr_v:36.75 
n:13 mse_avg:126.26 mse_y:178.18 mse_u:30.73 mse_v:14.12 psnr_avg:27.12 psnr_y:25.62 psnr_u:33.25 psnr_v:36.63 
n:14 mse_avg:140.56 mse_y:198.94 mse_u:32.91 mse_v:14.71 psnr_avg:26.65 psnr_y:25.14 psnr_u:32.96 psnr_v:36.46 
n:15 mse_avg:148.09 mse_y:209.94 mse_u:33.77 mse_v:15.03 psnr_avg:26.43 psnr_y:24.91 psnr_u:32.85 psnr_v:36.36 
n:16 mse_avg:147.62 mse_y:209.19 mse_u:33.85 mse_v:15.13 psnr_avg:26.44 psnr_y:24.93 psnr_u:32.84 psnr_v:36.33 
n:17 mse_avg:152.18 mse_y:215.65 mse_u:34.70 mse_v:15.80 psnr_avg:26.31 psnr_y:24.79 psnr_u:32.73 psnr_v:36.14 
n:18 mse_avg:157.88 mse_y:224.07 mse_u:35.10 mse_v:15.88 psnr_avg:26.15 psnr_y:24.63 psnr_u:32.68 psnr_v:36.12 
n:19 mse_avg:160.66 mse_y:228.08 mse_u:35.65 mse_v:16.01 psnr_avg:26.07 psnr_y:24.55 psnr_u:32.61 psnr_v:36.09 
n:20 mse_avg:158.07 mse_y:224.05 mse_u:36.04 mse_v:16.17 psnr_avg:26.14 psnr_y:24.63 psnr_u:32.56 psnr_v:36.04 
n:21 mse_avg:158.11 mse_y:223.88 mse_u:36.68 mse_v:16.44 psnr_avg:26.14 psnr_y:24.63 psnr_u:32.49 psnr_v:35.97 
n:22 mse_avg:159.94 mse_y:226.29 mse_u:37.79 mse_v:16.67 psnr_avg:26.09 psnr_y:24.58 psnr_u:32.36 psnr_v:35.91 
n:23 mse_avg:175.25 mse_y:248.58 mse_u:39.91 mse_v:17.29 psnr_avg:25.69 psnr_y:24.18 psnr_u:32.12 psnr_v:35.75 
n:24 mse_avg:176.19 mse_y:249.81 mse_u:40.29 mse_v:17.62 psnr_avg:25.67 psnr_y:24.15 psnr_u:32.08 psnr_v:35.67 
n:25 mse_avg:187.25 mse_y:265.79 mse_u:42.11 mse_v:18.23 psnr_avg:25.41 psnr_y:23.89 psnr_u:31.89 psnr_v:35.52 
n:26 mse_avg:191.15 mse_y:271.45 mse_u:42.81 mse_v:18.25 psnr_avg:25.32 psnr_y:23.79 psnr_u:31.82 psnr_v:35.52 
n:27 mse_avg:197.73 mse_y:280.75 mse_u:44.57 mse_v:18.81 psnr_avg:25.17 psnr_y:23.65 psnr_u:31.64 psnr_v:35.39 
n:28 mse_avg:199.49 mse_y:283.28 mse_u:45.04 mse_v:18.76 psnr_avg:25.13 psnr_y:23.61 psnr_u:31.59 psnr_v:35.40 
n:29 mse_avg:205.96 mse_y:292.77 mse_u:45.76 mse_v:18.90 psnr_avg:24.99 psnr_y:23.47 psnr_u:31.53 psnr_v:35.37 
n:30 mse_avg:208.79 mse_y:296.96 mse_u:46.05 mse_v:18.86 psnr_avg:24.93 psnr_y:23.40 psnr_u:31.50 psnr_v:35.37 
n:31 mse_avg:212.02 mse_y:301.65 mse_u:46.49 mse_v:19.06 psnr_avg:24.87 psnr_y:23.34 psnr_u:31.46 psnr_v:35.33 
n:32 mse_avg:208.80 mse_y:296.74 mse_u:46.61 mse_v:19.27 psnr_avg:24.93 psnr_y:23.41 psnr_u:31.45 psnr_v:35.28 
n:33 mse_avg:209.06 mse_y:297.00 mse_u:46.88 mse_v:19.48 psnr_avg:24.93 psnr_y:23.40 psnr_u:31.42 psnr_v:35.23 
n:34 mse_avg:210.63 mse_y:299.21 mse_u:47.50 mse_v:19.48 psnr_avg:24.90 psnr_y:23.37 psnr_u:31.36 psnr_v:35.23 
n:35 mse_avg:214.09 mse_y:304.16 mse_u:48.29 mse_v:19.61 psnr_avg:24.82 psnr_y:23.30 psnr_u:31.29 psnr_v:35.21 
n:36 mse_avg:203.90 mse_y:289.20 mse_u:47.20 mse_v:19.39 psnr_avg:25.04 psnr_y:23.52 psnr_u:31.39 psnr_v:35.25 
n:37 mse_avg:207.99 mse_y:295.24 mse_u:47.41 mse_v:19.59 psnr_avg:24.95 psnr_y:23.43 psnr_u:31.37 psnr_v:35.21 
n:38 mse_avg:210.58 mse_y:299.29 mse_u:47.05 mse_v:19.24 psnr_avg:24.90 psnr_y:23.37 psnr_u:31.40 psnr_v:35.29 
n:39 mse_avg:213.87 mse_y:304.14 mse_u:47.50 mse_v:19.17 psnr_avg:24.83 psnr_y:23.30 psnr_u:31.36 psnr_v:35.31 
n:40 mse_avg:215.31 mse_y:306.17 mse_u:48.05 mse_v:19.14 psnr_avg:24.80 psnr_y:23.27 psnr_u:31.31 psnr_v:35.31 
n:41 mse_avg:224.48 mse_y:319.55 mse_u:49.10 mse_v:19.59 psnr_avg:24.62 psnr_y:23.09 psnr_u:31.22 psnr_v:35.21 
n:42 mse_avg:221.43 mse_y:315.18 mse_u:48.66 mse_v:19.20 psnr_avg:24.68 psnr_y:23.15 psnr_u:31.26 psnr_v:35.30 
n:43 mse_avg:228.62 mse_y:325.63 mse_u:49.87 mse_v:19.36 psnr_avg:24.54 psnr_y:23.00 psnr_u:31.15 psnr_v:35.26 
n:44 mse_avg:224.63 mse_y:319.62 mse_u:49.75 mse_v:19.54 psnr_avg:24.62 psnr_y:23.08 psnr_u:31.16 psnr_v:35.22 
n:45 mse_avg:230.75 mse_y:328.40 mse_u:50.86 mse_v:20.03 psnr_avg:24.50 psnr_y:22.97 psnr_u:31.07 psnr_v:35.11 
n:46 mse_avg:224.71 mse_y:319.52 mse_u:50.52 mse_v:19.62 psnr_avg:24.61 psnr_y:23.09 psnr_u:31.10 psnr_v:35.20 
n:47 mse_avg:218.22 mse_y:309.69 mse_u:50.98 mse_v:19.55 psnr_avg:24.74 psnr_y:23.22 psnr_u:31.06 psnr_v:35.22 
n:48 mse_avg:211.28 mse_y:299.40 mse_u:50.59 mse_v:19.50 psnr_avg:24.88 psnr_y:23.37 psnr_u:31.09 psnr_v:35.23 
n:49 mse_avg:220.79 mse_y:313.15 mse_u:51.98 mse_v:20.13 psnr_avg:24.69 psnr_y:23.17 psnr_u:30.97 psnr_v:35.09 
n:50 mse_avg:226.53 mse_y:321.84 mse_u:51.73 mse_v:20.07 psnr_avg:24.58 psnr_y:23.05 psnr_u:30.99 psnr_v:35.10 
n:51 mse_avg:225.82 mse_y:320.73 mse_u:52.11 mse_v:19.89 psnr_avg:24.59 psnr_y:23.07 psnr_u:30.96 psnr_v:35.14 
n:52 mse_avg:240.93 mse_y:342.84 mse_u:53.81 mse_v:20.38 psnr_avg:24.31 psnr_y:22.78 psnr_u:30.82 psnr_v:35.04 
n:53 mse_avg:235.28 mse_y:334.59 mse_u:52.89 mse_v:20.41 psnr_avg:24.41 psnr_y:22.89 psnr_u:30.90 psnr_v:35.03 
n:54 mse_avg:237.26 mse_y:337.53 mse_u:53.20 mse_v:20.21 psnr_avg:24.38 psnr_y:22.85 psnr_u:30.87 psnr_v:35.08 
n:55 mse_avg:235.20 mse_y:334.32 mse_u:53.78 mse_v:20.13 psnr_avg:24.42 psnr_y:22.89 psnr_u:30.82 psnr_v:35.09 
n:56 mse_avg:231.72 mse_y:328.95 mse_u:54.34 mse_v:20.21 psnr_avg:24.48 psnr_y:22.96 psnr_u:30.78 psnr_v:35.07 
n:57 mse_avg:228.46 mse_y:323.94 mse_u:54.68 mse_v:20.32 psnr_avg:24.54 psnr_y:23.03 psnr_u:30.75 psnr_v:35.05 
n:58 mse_avg:238.96 mse_y:339.40 mse_u:55.53 mse_v:20.65 psnr_avg:24.35 psnr_y:22.82 psnr_u:30.69 psnr_v:34.98 
n:59 mse_avg:256.91 mse_y:365.64 mse_u:57.39 mse_v:21.48 psnr_avg:24.03 psnr_y:22.50 psnr_u:30.54 psnr_v:34.81 
