n:1 mse_avg:14.06 mse_y:17.07 mse_u:9.49 mse_v:6.61 psnr_avg:36.65 psnr_y:35.81 psnr_u:38.36 psnr_v:39.93 
n:2 mse_avg:16.03 mse_y:19.97 mse_u:9.63 mse_v:6.69 psnr_avg:36.08 psnr_y:35.13 psnr_u:38.29 psnr_v:39.88 
n:3 mse_avg:16.39 mse_y:20.47 mse_u:9.71 mse_v:6.72 psnr_avg:35.99 psnr_y:35.02 psnr_u:38.26 psnr_v:39.86 
n:4 mse_avg:16.02 mse_y:19.97 mse_u:9.58 mse_v:6.69 psnr_avg:36.08 psnr_y:35.13 psnr_u:38.32 psnr_v:39.88 
n:5 mse_avg:15.73 mse_y:19.56 mse_u:9.52 mse_v:6.60 psnr_avg:36.16 psnr_y:35.22 psnr_u:38.34 psnr_v:39.94 
n:6 mse_avg:15.79 mse_y:19.64 mse_u:9.55 mse_v:6.62 psnr_avg:36.15 psnr_y:35.20 psnr_u:38.33 psnr_v:39.92 
n:7 mse_avg:15.81 mse_y:19.69 mse_u:9.54 mse_v:6.57 psnr_avg:36.14 psnr_y:35.19 psnr_u:38.34 psnr_v:39.95 
n:8 mse_avg:15.71 mse_y:19.54 mse_u:9.51 mse_v:6.59 psnr_avg:36.17 psnr_y:35.22 psnr_u:38.35 psnr_v:39.94 
n:9 mse_avg:15.82 mse_y:19.69 mse_u:9.56 mse_v:6.59 psnr_avg:36.14 psnr_y:35.19 psnr_u:38.33 psnr_v:39.94 
n:10 mse_avg:15.62 mse_y:19.42 mse_u:9.48 mse_v:6.54 psnr_avg:36.19 psnr_y:35.25 psnr_u:38.36 psnr_v:39.97 
n:11 mse_avg:15.65 mse_y:19.45 mse_u:9.50 mse_v:6.60 psnr_avg:36.19 psnr_y:35.24 psnr_u:38.35 psnr_v:39.94 
n:12 mse_avg:15.93 mse_y:19.85 mse_u:9.52 mse_v:6.62 psnr_avg:36.11 psnr_y:35.15 psnr_u:38.35 psnr_v:39.92 
n:13 mse_avg:14.27 mse_y:17.35 mse_u:9.53 mse_v:6.68 psnr_avg:36.59 psnr_y:35.74 psnr_u:38.34 psnr_v:39.89 
n:14 mse_avg:15.96 mse_y:19.87 mse_u:9.63 mse_v:6.66 psnr_avg:36.10 psnr_y:35.15 psnr_u:38.30 psnr_v:39.90 
n:15 mse_avg:16.06 mse_y:20.02 mse_u:9.62 mse_v:6.69 psnr_avg:36.07 psnr_y:35.12 psnr_u:38.30 psnr_v:39.88 
n:16 mse_avg:16.09 mse_y:20.07 mse_u:9.63 mse_v:6.62 psnr_avg:36.07 psnr_y:35.10 psnr_u:38.30 psnr_v:39.92 
n:17 mse_avg:16.03 mse_y:19.97 mse_u:9.58 mse_v:6.69 psnr_avg:36.08 psnr_y:35.13 psnr_u:38.32 psnr_v:39.88 
n:18 mse_avg:15.85 mse_y:19.74 mse_u:9.53 mse_v:6.59 psnr_avg:36.13 psnr_y:35.18 psnr_u:38.34 psnr_v:39.94 
n:19 mse_avg:16.03 mse_y:19.97 mse_u:9.62 mse_v:6.63 psnr_avg:36.08 psnr_y:35.13 psnr_u:38.30 psnr_v:39.91 
n:20 mse_avg:15.83 mse_y:19.73 mse_u:9.51 mse_v:6.55 psnr_avg:36.14 psnr_y:35.18 psnr_u:38.35 psnr_v:39.97 
