n:1 mse_avg:73.60 mse_y:100.61 mse_u:26.65 mse_v:12.50 psnr_avg:29.46 psnr_y:28.10 psnr_u:33.87 psnr_v:37.16 
n:2 mse_avg:83.13 mse_y:114.47 mse_u:28.36 mse_v:12.50 psnr_avg:28.93 psnr_y:27.54 psnr_u:33.60 psnr_v:37.16 
n:3 mse_avg:85.83 mse_y:118.65 mse_u:27.97 mse_v:12.40 psnr_avg:28.79 psnr_y:27.39 psnr_u:33.66 psnr_v:37.20 
n:4 mse_avg:82.69 mse_y:114.19 mse_u:27.32 mse_v:12.06 psnr_avg:28.96 psnr_y:27.55 psnr_u:33.77 psnr_v:37.32 
n:5 mse_avg:76.60 mse_y:105.46 mse_u:25.97 mse_v:11.76 psnr_avg:29.29 psnr_y:27.90 psnr_u:33.99 psnr_v:37.43 
n:6 mse_avg:76.42 mse_y:105.36 mse_u:25.67 mse_v:11.43 psnr_avg:29.30 psnr_y:27.90 psnr_u:34.04 psnr_v:37.55 
n:7 mse_avg:72.65 mse_y:100.06 mse_u:24.55 mse_v:11.09 psnr_avg:29.52 psnr_y:28.13 psnr_u:34.23 psnr_v:37.68 
n:8 mse_avg:71.59 mse_y:98.63 mse_u:24.18 mse_v:10.81 psnr_avg:29.58 psnr_y:28.19 psnr_u:34.30 psnr_v:37.79 
n:9 mse_avg:64.02 mse_y:87.53 mse_u:23.29 mse_v:10.74 psnr_avg:30.07 psnr_y:28.71 psnr_u:34.46 psnr_v:37.82 
n:10 mse_avg:68.63 mse_y:94.24 mse_u:23.84 mse_v:10.95 psnr_avg:29.77 psnr_y:28.39 psnr_u:34.36 psnr_v:37.74 
n:11 mse_avg:72.45 mse_y:99.82 mse_u:24.27 mse_v:11.14 psnr_avg:29.53 psnr_y:28.14 psnr_u:34.28 psnr_v:37.66 
n:12 mse_avg:70.78 mse_y:97.21 mse_u:24.62 mse_v:11.24 psnr_avg:29.63 psnr_y:28.25 psnr_u:34.22 psnr_v:37.62 
n:13 mse_avg:68.09 mse_y:93.02 mse_u:24.98 mse_v:11.47 psnr_avg:29.80 psnr_y:28.45 psnr_u:34.15 psnr_v:37.54 
n:14 mse_avg:79.08 mse_y:108.89 mse_u:26.94 mse_v:11.94 psnr_avg:29.15 psnr_y:27.76 psnr_u:33.83 psnr_v:37.36 
n:15 mse_avg:84.29 mse_y:116.46 mse_u:27.58 mse_v:12.34 psnr_avg:28.87 psnr_y:27.47 psnr_u:33.72 psnr_v:37.22 
n:16 mse_avg:82.50 mse_y:113.60 mse_u:28.06 mse_v:12.55 psnr_avg:28.97 psnr_y:27.58 psnr_u:33.65 psnr_v:37.14 
n:17 mse_avg:80.65 mse_y:110.70 mse_u:28.08 mse_v:13.01 psnr_avg:29.07 psnr_y:27.69 psnr_u:33.65 psnr_v:36.99 
n:18 mse_avg:88.92 mse_y:122.87 mse_u:28.96 mse_v:13.09 psnr_avg:28.64 psnr_y:27.24 psnr_u:33.51 psnr_v:36.96 
