Frame,integer_motion2,integer_motion,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.000000,0.000000,0.910019,0.859633,0.857359,0.913824,0.955034,0.222669,0.693714,0.809906,0.879220,64.131930,
1,12.545672,12.545672,0.881814,0.832294,0.808568,0.884121,0.939432,0.188854,0.624789,0.745633,0.825660,66.087216,
2,12.699924,12.699924,0.881560,0.828913,0.811202,0.881943,0.940214,0.186480,0.629211,0.752654,0.834051,66.887415,
3,12.233448,12.879362,0.866320,0.815601,0.784555,0.870183,0.928357,0.176201,0.607554,0.728239,0.812645,61.763862,
4,11.826159,12.233448,0.886422,0.831654,0.818503,0.892433,0.939825,0.190684,0.655110,0.772662,0.847799,68.283478,
5,11.826159,11.826159,0.865084,0.810799,0.776365,0.865414,0.931789,0.171418,0.609555,0.728157,0.810210,61.001354,
6,12.701688,12.711871,0.878298,0.827052,0.801539,0.880184,0.935894,0.179973,0.630332,0.748674,0.828019,65.752290,
7,12.701688,12.701688,0.861880,0.812256,0.773996,0.869563,0.920413,0.173597,0.615631,0.733215,0.814541,61.498043,
8,13.041832,13.041832,0.890514,0.842877,0.820692,0.891448,0.942259,0.199402,0.665670,0.781445,0.854754,70.785151,
9,12.819995,13.058935,0.866110,0.823704,0.783487,0.860398,0.927975,0.175995,0.615390,0.733231,0.814970,62.428808,
10,12.819995,12.819995,0.878649,0.826484,0.798720,0.881685,0.936015,0.179774,0.629945,0.751599,0.832960,66.339261,
11,13.369892,13.369892,0.862212,0.820897,0.776996,0.866140,0.919829,0.175862,0.607300,0.729126,0.813757,62.081353,
12,13.422387,13.422387,0.886372,0.843710,0.815197,0.891575,0.935591,0.196953,0.653525,0.773568,0.850739,69.915370,
13,12.598223,13.590824,0.854686,0.813932,0.770776,0.851139,0.919325,0.166658,0.585531,0.710330,0.798950,58.879558,
14,12.197645,12.598223,0.846864,0.804369,0.756101,0.843989,0.915824,0.159218,0.571213,0.696812,0.787792,56.277977,
15,10.726541,12.197645,0.857384,0.813884,0.780762,0.848309,0.924771,0.166031,0.586709,0.714012,0.805087,58.194196,
16,10.726541,10.726541,0.851593,0.806007,0.770414,0.850454,0.916938,0.168635,0.593366,0.718791,0.806347,57.206335,
17,10.544472,10.831574,0.879220,0.829561,0.817146,0.881692,0.932988,0.191742,0.648826,0.768787,0.846922,65.602553,
18,10.544472,10.544472,0.861178,0.810780,0.783046,0.859992,0.927959,0.176388,0.612844,0.735165,0.818224,59.754591,
19,11.336177,11.336177,0.870524,0.818310,0.796308,0.874044,0.931229,0.181068,0.625254,0.749303,0.832480,63.409744,
20,11.370445,11.370445,0.863573,0.812499,0.787024,0.866860,0.923046,0.181259,0.621904,0.742147,0.823024,61.328309,
21,11.139047,11.820625,0.887277,0.836001,0.824367,0.890346,0.937953,0.206199,0.668939,0.785840,0.859265,68.837377,
22,11.139047,11.139047,0.864037,0.809005,0.784673,0.868679,0.925429,0.186832,0.625841,0.746893,0.826724,61.515049,
23,10.894889,11.786671,0.870456,0.816690,0.796248,0.873781,0.929169,0.190131,0.625267,0.749946,0.832129,62.960450,
24,10.894889,10.894889,0.863226,0.802873,0.784877,0.867539,0.926883,0.184308,0.613014,0.736171,0.820478,60.600770,
25,11.468954,11.468954,0.886020,0.828839,0.824436,0.891346,0.938254,0.210023,0.656173,0.776423,0.851205,68.162372,
26,12.282783,12.282783,0.866539,0.809580,0.790494,0.873299,0.924831,0.196311,0.613319,0.737768,0.820989,62.511180,
27,12.450385,12.450385,0.873433,0.817206,0.795846,0.876017,0.933936,0.199019,0.615821,0.743111,0.828204,64.561292,
28,12.664216,12.664216,0.870934,0.807913,0.792013,0.874191,0.933932,0.199967,0.613162,0.739246,0.823470,63.883664,
29,12.633459,13.255141,0.892316,0.830058,0.824694,0.896741,0.947658,0.219702,0.651012,0.774129,0.850648,70.364719,
30,12.633459,12.633459,0.866694,0.799421,0.777781,0.871755,0.935206,0.200945,0.609524,0.737786,0.823124,63.024552,
31,13.399538,13.687071,0.875243,0.815004,0.795584,0.881587,0.936001,0.201171,0.612420,0.742310,0.828972,65.808272,
