Frame,integer_motion2,integer_motion,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.000000,0.000000,0.996164,0.988493,0.992588,0.997258,0.999118,0.863675,0.994856,0.997515,0.998307,96.291903,
1,7.243034,7.978626,0.980244,0.951633,0.963897,0.983461,0.993638,0.530443,0.945748,0.975637,0.986168,99.708897,
2,6.722310,7.243034,0.984186,0.959204,0.971774,0.986728,0.995220,0.552882,0.955192,0.980444,0.989240,100.000000,
3,6.678193,6.722310,0.980674,0.951854,0.966100,0.983449,0.993640,0.521010,0.943186,0.974530,0.985833,99.084534,
4,6.678193,6.678193,0.987771,0.966528,0.977870,0.990307,0.996606,0.588597,0.966462,0.985668,0.992205,100.000000,
5,7.010418,7.010418,0.981125,0.954132,0.967357,0.983828,0.993176,0.524257,0.943216,0.974767,0.986125,99.589427,
6,7.241679,7.241679,0.984591,0.960345,0.972781,0.986836,0.995161,0.552563,0.954403,0.980413,0.989375,100.000000,
7,7.735896,7.828122,0.980695,0.952669,0.965732,0.983251,0.993659,0.520356,0.942141,0.974507,0.986162,100.000000,
8,7.570023,7.735896,0.992426,0.976898,0.985798,0.994545,0.998228,0.679484,0.983071,0.993124,0.996293,100.000000,
9,7.570023,7.570023,0.980861,0.953518,0.965912,0.983403,0.993402,0.530052,0.944557,0.975278,0.986317,100.000000,
10,7.518906,8.707140,0.992426,0.976823,0.985910,0.994522,0.998263,0.687407,0.983793,0.993386,0.996517,100.000000,
11,7.518906,7.518906,0.981231,0.953991,0.966563,0.983600,0.993907,0.529974,0.944849,0.975366,0.986259,100.000000,
12,7.596154,7.596154,0.987653,0.966159,0.977280,0.990211,0.996491,0.591174,0.966515,0.985810,0.992240,100.000000,
13,6.828079,8.209648,0.981070,0.954132,0.966350,0.984160,0.993073,0.528022,0.943769,0.975117,0.986533,99.422286,
14,6.828079,6.828079,0.984901,0.961385,0.972792,0.987802,0.994791,0.559469,0.955124,0.980623,0.989497,100.000000,
15,7.126468,7.126468,0.980443,0.952544,0.966205,0.982664,0.993152,0.525429,0.942473,0.974732,0.986240,99.577482,
16,7.366617,7.366617,0.992307,0.976586,0.985864,0.993933,0.998342,0.680453,0.983139,0.993140,0.996183,100.000000,
17,7.704254,8.125947,0.981304,0.954926,0.966972,0.983268,0.993549,0.536347,0.945275,0.975790,0.986623,100.000000,
18,7.494713,7.704254,0.984002,0.959036,0.971337,0.985740,0.995289,0.554690,0.955098,0.980809,0.989568,100.000000,
19,7.159774,7.494713,0.981174,0.954970,0.966212,0.983458,0.993453,0.529713,0.943049,0.974787,0.986210,99.775069,
20,7.159774,7.159774,0.992198,0.976753,0.985657,0.993947,0.998217,0.688457,0.983795,0.993401,0.996451,100.000000,
21,7.211884,7.211884,0.982497,0.958319,0.968786,0.984623,0.993822,0.540350,0.945441,0.975732,0.986523,100.000000,
22,8.004170,8.924140,0.984247,0.959617,0.971480,0.986632,0.995177,0.556283,0.955217,0.980699,0.989442,100.000000,
23,8.004170,8.004170,0.980622,0.953259,0.966098,0.982732,0.993422,0.525229,0.943700,0.975431,0.986620,100.000000,
24,7.593330,8.061573,0.992301,0.976363,0.985414,0.994116,0.998593,0.680093,0.983533,0.993463,0.996705,100.000000,
25,7.593330,7.593330,0.981324,0.954931,0.967006,0.983548,0.993638,0.533128,0.945430,0.975936,0.986858,100.000000,
26,7.616158,7.701142,0.983770,0.958545,0.971534,0.986079,0.994892,0.552319,0.955247,0.980724,0.989414,100.000000,
27,7.616069,7.616158,0.980879,0.952751,0.966512,0.983500,0.993659,0.524533,0.943709,0.975483,0.986871,100.000000,
28,6.898648,7.616069,0.987680,0.966529,0.977950,0.989979,0.996521,0.594819,0.967195,0.986231,0.992521,100.000000,
29,6.898648,6.898648,0.981208,0.955827,0.967572,0.983340,0.993005,0.527745,0.943428,0.975071,0.986387,99.516976,
30,7.151423,7.539910,0.992591,0.977378,0.986147,0.994753,0.998220,0.690738,0.983689,0.993265,0.996415,100.000000,
31,7.079574,7.151423,0.981001,0.954833,0.966826,0.983426,0.993250,0.534756,0.944595,0.975041,0.986165,99.660445,
32,6.854707,7.079574,0.992319,0.976742,0.985935,0.994007,0.998438,0.681943,0.982940,0.993048,0.996204,100.000000,
33,6.854707,6.854707,0.982109,0.958638,0.968499,0.984299,0.993190,0.545649,0.945682,0.975774,0.986416,99.703661,
34,7.185770,7.185770,0.983748,0.959765,0.971115,0.986553,0.994103,0.560816,0.955449,0.980840,0.989586,100.000000,
35,7.783630,7.783630,0.980423,0.953196,0.965479,0.982922,0.993100,0.531472,0.943341,0.975102,0.986594,100.000000,
36,7.983915,7.983915,0.987838,0.966645,0.978083,0.990424,0.996375,0.598609,0.966948,0.986180,0.992608,100.000000,
37,8.082557,8.249361,0.980128,0.953416,0.964626,0.982785,0.992920,0.529984,0.943175,0.974971,0.986660,100.000000,
38,8.044311,8.082557,0.983696,0.958860,0.970657,0.986444,0.994673,0.554717,0.954014,0.980360,0.989690,100.000000,
39,8.044311,8.044311,0.980162,0.951717,0.965410,0.982876,0.993034,0.524047,0.941552,0.974203,0.986009,100.000000,
40,7.522001,8.055641,0.992438,0.977073,0.985897,0.994406,0.998365,0.691856,0.983822,0.993421,0.996537,100.000000,
41,7.289643,7.522001,0.981727,0.956294,0.967973,0.984219,0.993343,0.538987,0.945217,0.975477,0.986274,100.000000,
42,7.110875,7.289643,0.984137,0.960547,0.972493,0.985957,0.994653,0.562007,0.954871,0.980328,0.989248,100.000000,
43,7.110875,7.110875,0.980654,0.953403,0.965988,0.983373,0.992954,0.534363,0.942738,0.974472,0.985795,99.560210,
44,7.394004,7.394004,0.987635,0.966921,0.977400,0.989801,0.996421,0.599304,0.966778,0.986097,0.992592,100.000000,
45,7.938422,7.938422,0.981460,0.957453,0.967881,0.984059,0.992372,0.537424,0.943059,0.974906,0.986321,100.000000,
46,7.943675,8.060074,0.983474,0.958971,0.970449,0.986062,0.994330,0.555770,0.954166,0.980246,0.989575,100.000000,
47,7.943675,7.943675,0.981249,0.954967,0.966562,0.983925,0.993074,0.529451,0.941826,0.974413,0.986077,100.000000,
48,7.268027,8.278992,0.991956,0.975775,0.985280,0.994003,0.997858,0.682393,0.983086,0.993102,0.996324,100.000000,
49,7.268027,7.268027,0.980556,0.954326,0.965505,0.983023,0.992665,0.535506,0.944416,0.975244,0.986440,99.805786,
50,7.663664,7.663664,0.992550,0.976985,0.986302,0.994545,0.998157,0.691437,0.983686,0.993257,0.996430,100.000000,
51,8.609735,8.609735,0.980893,0.954298,0.965824,0.983215,0.993327,0.536974,0.945120,0.975572,0.986442,100.000000,
52,8.780776,8.780776,0.987729,0.966199,0.977108,0.990017,0.996755,0.595900,0.966527,0.985801,0.992410,100.000000,
53,8.837463,8.847064,0.981208,0.954116,0.966616,0.983931,0.993295,0.534201,0.943679,0.975195,0.986442,100.000000,
54,8.128787,8.837463,0.983794,0.958274,0.970779,0.986441,0.994939,0.555945,0.954624,0.980595,0.989573,100.000000,
55,7.403520,8.128787,0.980349,0.953142,0.964988,0.982670,0.993226,0.528084,0.942259,0.974567,0.986426,99.873797,
56,6.670798,7.403520,0.991995,0.975878,0.984969,0.994002,0.998117,0.684803,0.983235,0.993213,0.996409,100.000000,
57,6.670798,6.670798,0.981164,0.955646,0.966009,0.983310,0.993444,0.542456,0.944982,0.975699,0.986433,99.286138,
58,6.719867,6.719867,0.983853,0.959202,0.971066,0.986124,0.994891,0.561756,0.955222,0.980766,0.989428,100.000000,
59,7.165843,7.165843,0.981016,0.955129,0.965818,0.983316,0.993459,0.536933,0.942938,0.974658,0.985943,99.721318,
60,7.836376,7.836376,0.992298,0.976897,0.985374,0.994492,0.998026,0.694066,0.983640,0.993270,0.996301,100.000000,
61,8.044163,8.203473,0.979781,0.951869,0.964300,0.982319,0.992660,0.537595,0.943998,0.974841,0.985929,100.000000,
62,7.904835,8.044163,0.983799,0.959050,0.970262,0.986206,0.994809,0.560507,0.954222,0.980094,0.988934,100.000000,
63,7.669239,7.904835,0.980740,0.953284,0.965483,0.983034,0.993359,0.533726,0.942423,0.974523,0.985983,100.000000,
64,7.440561,7.669239,0.991917,0.975359,0.984929,0.994008,0.998031,0.685036,0.983114,0.993141,0.996462,100.000000,
65,7.365259,7.440561,0.980307,0.952753,0.964439,0.982980,0.993083,0.538926,0.944679,0.975582,0.986697,99.897533,
66,7.258964,7.365259,0.983809,0.958884,0.970838,0.986639,0.994343,0.561686,0.954985,0.980564,0.989304,100.000000,
67,7.258964,7.258964,0.980075,0.951861,0.963814,0.982581,0.993202,0.530696,0.942826,0.974688,0.986057,99.631044,
68,7.756057,7.756057,0.987507,0.966115,0.976515,0.989755,0.996516,0.600775,0.966802,0.986044,0.992536,100.000000,
69,7.881608,7.881608,0.980287,0.952429,0.964397,0.982929,0.993107,0.533721,0.943318,0.975162,0.986588,100.000000,
70,8.050058,8.050058,0.992577,0.976963,0.985805,0.994624,0.998336,0.695676,0.983918,0.993572,0.996751,100.000000,
71,8.039073,8.825236,0.979081,0.950590,0.961394,0.982308,0.992720,0.537683,0.944442,0.975324,0.986284,100.000000,
72,7.587069,8.039073,0.992365,0.975909,0.985982,0.994151,0.998374,0.687631,0.982837,0.992976,0.996263,100.000000,
73,6.971986,7.587069,0.978819,0.950449,0.962069,0.982154,0.991950,0.537139,0.944821,0.975412,0.986388,99.101648,
74,6.971986,6.971986,0.983456,0.959059,0.969966,0.986457,0.994119,0.562841,0.954566,0.980295,0.989205,100.000000,
75,7.054065,7.054065,0.980121,0.952168,0.964647,0.983178,0.992612,0.533960,0.942398,0.974481,0.986038,99.399770,
76,7.561130,7.795442,0.987046,0.965524,0.976002,0.989278,0.996379,0.596714,0.966561,0.986018,0.992663,100.000000,
77,7.561130,7.561130,0.979892,0.951753,0.964311,0.982858,0.992610,0.529542,0.941844,0.974065,0.985712,99.870306,
78,7.563766,7.563766,0.984267,0.960997,0.971967,0.985997,0.994817,0.562362,0.953875,0.980213,0.989399,100.000000,
79,8.109319,8.403214,0.980310,0.953862,0.964701,0.982730,0.992841,0.532298,0.941477,0.974535,0.986404,100.000000,
80,8.109319,8.109319,0.992295,0.976489,0.985741,0.994156,0.998279,0.693455,0.983595,0.993372,0.996675,100.000000,
81,8.353119,8.592018,0.980654,0.953496,0.964330,0.984068,0.993009,0.541880,0.943493,0.974636,0.985766,100.000000,
82,8.257866,8.353119,0.983560,0.959085,0.970838,0.985746,0.994561,0.562515,0.953485,0.979699,0.988858,100.000000,
