Frame,integer_motion2,integer_motion,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.000000,0.000000,0.997762,0.993772,0.996613,0.998424,0.999302,0.884136,0.997150,0.998614,0.999161,96.767284,
1,12.545672,12.545672,0.987116,0.969464,0.979016,0.989846,0.995787,0.541986,0.967377,0.985245,0.991536,100.000000,
2,12.699924,12.699924,0.989146,0.973542,0.982811,0.991530,0.996355,0.569549,0.974237,0.988354,0.993163,100.000000,
3,12.233448,12.879362,0.987513,0.969027,0.979459,0.990957,0.995862,0.533818,0.967588,0.985509,0.991716,100.000000,
4,11.826159,12.233448,0.992211,0.978802,0.986997,0.994411,0.998120,0.594644,0.982060,0.992076,0.995529,100.000000,
5,11.826159,11.826159,0.987575,0.969475,0.979216,0.990393,0.996045,0.519222,0.968438,0.986073,0.992081,100.000000,
6,12.701688,12.711871,0.989750,0.973623,0.983053,0.992451,0.996683,0.543891,0.975200,0.989061,0.993777,100.000000,
7,12.701688,12.701688,0.987413,0.968503,0.978571,0.990207,0.996397,0.508843,0.967419,0.985735,0.991995,100.000000,
8,13.041832,13.041832,0.995254,0.985237,0.991761,0.997055,0.999003,0.661290,0.990804,0.996073,0.997796,100.000000,
9,12.819995,13.058935,0.987208,0.969547,0.978070,0.989414,0.996210,0.512208,0.968215,0.985981,0.992233,100.000000,
10,12.819995,12.819995,0.995220,0.985632,0.991378,0.996688,0.999352,0.688175,0.991172,0.996253,0.997954,100.000000,
11,13.369892,13.369892,0.987650,0.971399,0.979584,0.990273,0.995586,0.525523,0.968563,0.986228,0.992220,100.000000,
12,13.422387,13.422387,0.991972,0.979246,0.986267,0.994149,0.997780,0.597663,0.982275,0.992270,0.995673,100.000000,
13,12.598223,13.590824,0.986810,0.968966,0.977509,0.990207,0.995721,0.528657,0.967626,0.985916,0.992285,100.000000,
14,12.197645,12.598223,0.989325,0.974135,0.981913,0.992026,0.996865,0.562865,0.974631,0.988980,0.993990,100.000000,
15,10.726541,12.197645,0.986801,0.969255,0.979400,0.988698,0.995988,0.536322,0.967440,0.985752,0.992240,100.000000,
16,10.726541,10.726541,0.994796,0.985359,0.991443,0.996415,0.998960,0.694634,0.991020,0.996196,0.997928,100.000000,
17,10.544472,10.831574,0.986500,0.969334,0.978011,0.989123,0.995903,0.542277,0.969305,0.986760,0.992793,100.000000,
18,10.544472,10.544472,0.989559,0.974042,0.982982,0.991869,0.997422,0.573699,0.976016,0.989589,0.994261,100.000000,
19,11.336177,11.336177,0.987074,0.968723,0.978989,0.989974,0.996284,0.544893,0.969493,0.986652,0.992555,100.000000,
20,11.370445,11.370445,0.995035,0.985815,0.991966,0.996727,0.998697,0.714574,0.991886,0.996523,0.998084,100.000000,
21,11.139047,11.820625,0.987094,0.969233,0.978477,0.989488,0.996214,0.547479,0.970286,0.987089,0.992965,100.000000,
22,11.139047,11.139047,0.989467,0.972927,0.982301,0.991543,0.997730,0.582176,0.976495,0.989719,0.994403,100.000000,
23,10.894889,11.786671,0.986951,0.968069,0.979138,0.989408,0.996028,0.557779,0.969475,0.986760,0.992958,100.000000,
24,10.894889,10.894889,0.994616,0.984435,0.991454,0.996176,0.998792,0.717581,0.991289,0.996324,0.998124,100.000000,
25,11.468954,11.468954,0.986923,0.968983,0.979000,0.989562,0.995759,0.569856,0.969678,0.986639,0.992700,100.000000,
