Frame,integer_motion2,integer_motion,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.000000,0.000000,0.979909,0.951761,0.961394,0.986158,0.994859,0.422089,0.958171,0.982269,0.990383,91.963603,
1,2.993110,2.993110,0.978635,0.947503,0.960892,0.984864,0.994284,0.410469,0.959021,0.983011,0.990737,95.339063,
2,2.483001,3.001437,0.985998,0.961871,0.975228,0.990144,0.997139,0.538622,0.979729,0.991722,0.995413,96.954362,
3,2.267103,2.483001,0.974910,0.942894,0.953933,0.981262,0.992486,0.401168,0.959201,0.983321,0.991133,93.758964,
4,2.267103,2.267103,0.987680,0.966065,0.978717,0.991957,0.996734,0.557832,0.982555,0.992708,0.995888,97.125313,
5,2.503249,2.503249,0.974370,0.939674,0.953274,0.981890,0.991987,0.399367,0.958042,0.982705,0.990874,93.871787,
6,2.741719,3.190380,0.986028,0.962093,0.975553,0.990916,0.996340,0.542967,0.979491,0.991461,0.995498,97.264979,
7,2.741719,2.741719,0.974191,0.939594,0.953914,0.980870,0.992097,0.396689,0.958363,0.982834,0.990696,94.108701,
8,2.149224,3.160897,0.987417,0.963670,0.977642,0.992217,0.997122,0.553129,0.983220,0.993165,0.996309,96.986149,
9,2.149224,2.149224,0.975468,0.941577,0.956487,0.981550,0.992574,0.391460,0.957226,0.982320,0.990454,93.658459,
10,2.891053,2.891053,0.985487,0.961888,0.975650,0.989183,0.996046,0.541341,0.979537,0.991528,0.995402,97.326000,
11,2.969662,2.969662,0.974250,0.938779,0.952945,0.980302,0.993016,0.389614,0.957009,0.982247,0.990636,94.365410,
12,2.913586,3.048843,0.987681,0.965719,0.978419,0.991853,0.997010,0.562459,0.982805,0.992893,0.996085,97.936922,
13,2.913586,2.913586,0.976250,0.942566,0.956589,0.982888,0.992841,0.395496,0.958116,0.982757,0.990599,94.739433,
14,2.974712,3.248104,0.986540,0.962278,0.976220,0.990497,0.997432,0.533526,0.979458,0.991455,0.995299,97.652127,
15,2.974712,2.974712,0.979636,0.946166,0.960816,0.986809,0.995704,0.415070,0.965018,0.986091,0.992535,95.822355,
16,3.126451,3.530510,0.980694,0.949553,0.961824,0.987830,0.996168,0.438351,0.970503,0.988431,0.993775,96.408275,
17,2.670191,3.126451,0.979971,0.944637,0.961962,0.986373,0.997016,0.417491,0.965735,0.986385,0.992733,95.565163,
18,2.335353,2.670191,0.986028,0.962482,0.976192,0.990257,0.996256,0.536376,0.979616,0.991574,0.995328,96.769953,
19,2.335353,2.335353,0.976088,0.942446,0.956254,0.982453,0.993318,0.396906,0.958454,0.982784,0.990731,94.042201,
20,3.128903,3.144007,0.987822,0.966569,0.978352,0.991560,0.997310,0.558513,0.982500,0.992615,0.995829,98.198659,
21,3.128903,3.128903,0.974558,0.937954,0.953228,0.980979,0.993334,0.389127,0.956649,0.982069,0.990200,94.571987,
22,2.817437,3.360403,0.985792,0.961277,0.975891,0.989874,0.996361,0.541524,0.979058,0.991004,0.994917,97.238301,
23,2.817437,2.817437,0.974229,0.938856,0.953361,0.980508,0.992508,0.388040,0.956523,0.981827,0.990093,94.124952,
24,2.958421,2.958421,0.987199,0.962865,0.976978,0.991386,0.997806,0.559250,0.983719,0.993287,0.996125,97.914413,
25,3.111724,3.786428,0.974567,0.941016,0.952863,0.981433,0.992575,0.389848,0.956900,0.981983,0.990091,94.540911,
26,3.029972,3.111724,0.986262,0.963257,0.976797,0.991039,0.995772,0.543196,0.979438,0.991137,0.994829,97.596227,
27,3.029972,3.029972,0.975725,0.941648,0.957146,0.982457,0.992247,0.393698,0.957168,0.982072,0.990126,94.694360,
28,3.138617,3.583854,0.987886,0.965544,0.977992,0.992528,0.997276,0.560175,0.982710,0.992629,0.995829,98.224317,
29,3.033898,3.138617,0.976735,0.943539,0.957888,0.982886,0.993333,0.398353,0.959416,0.983531,0.991528,95.089468,
30,3.033898,3.033898,0.986144,0.962289,0.974908,0.990740,0.996946,0.526678,0.979316,0.991544,0.995517,97.666159,
31,3.269338,3.330955,0.979857,0.946593,0.959452,0.987518,0.996245,0.416895,0.964796,0.986032,0.992695,96.218913,
32,3.269338,3.269338,0.985109,0.955530,0.969655,0.991476,0.998719,0.444465,0.975521,0.990669,0.995055,97.737705,
33,2.486100,3.478899,0.980307,0.949546,0.963098,0.986858,0.995162,0.422315,0.965090,0.986058,0.992588,95.383918,
34,2.486100,2.486100,0.985866,0.962812,0.975016,0.990469,0.996202,0.524670,0.978904,0.991441,0.995553,96.942965,
35,2.989809,3.278352,0.975999,0.941252,0.955787,0.982780,0.993558,0.398223,0.958859,0.983107,0.990953,94.814387,
36,2.989809,2.989809,0.988165,0.966129,0.979578,0.992550,0.997139,0.556517,0.983005,0.992849,0.995960,98.129164,
37,3.216210,3.371692,0.974894,0.941349,0.955810,0.981599,0.991709,0.401933,0.958018,0.982400,0.990840,94.789593,
38,3.183229,3.216210,0.986107,0.962578,0.975839,0.989949,0.996878,0.542162,0.979295,0.991164,0.995045,97.766779,
39,2.774606,3.183229,0.975450,0.940172,0.955624,0.981681,0.993270,0.405119,0.960388,0.983461,0.991353,94.485497,
40,2.774606,2.774606,0.987497,0.963853,0.976775,0.992507,0.997407,0.558234,0.983490,0.993185,0.996244,97.760286,
41,2.409463,3.157815,0.976143,0.941794,0.956061,0.982860,0.993347,0.405182,0.960384,0.983832,0.991453,94.232229,
42,2.409463,2.409463,0.985751,0.962589,0.975474,0.990169,0.995751,0.544046,0.979655,0.991368,0.994934,96.749815,
43,2.333724,2.717667,0.975317,0.942978,0.955218,0.981186,0.992468,0.405114,0.958854,0.982707,0.990723,93.854392,
