n:1 mse_avg:13.90 mse_y:14.90 mse_u:12.58 mse_v:11.23 psnr_avg:36.70 psnr_y:36.40 psnr_u:37.13 psnr_v:37.63 
n:2 mse_avg:20.78 mse_y:25.05 mse_u:12.94 mse_v:11.53 psnr_avg:34.95 psnr_y:34.14 psnr_u:37.01 psnr_v:37.51 
n:3 mse_avg:16.65 mse_y:19.05 mse_u:12.52 mse_v:11.17 psnr_avg:35.92 psnr_y:35.33 psnr_u:37.15 psnr_v:37.65 
n:4 mse_avg:21.49 mse_y:26.10 mse_u:12.97 mse_v:11.56 psnr_avg:34.81 psnr_y:33.96 psnr_u:37.00 psnr_v:37.50 
n:5 mse_avg:14.98 mse_y:16.72 mse_u:12.22 mse_v:10.79 psnr_avg:36.38 psnr_y:35.90 psnr_u:37.26 psnr_v:37.80 
n:6 mse_avg:21.09 mse_y:25.47 mse_u:13.04 mse_v:11.61 psnr_avg:34.89 psnr_y:34.07 psnr_u:36.98 psnr_v:37.48 
n:7 mse_avg:16.30 mse_y:18.42 mse_u:12.80 mse_v:11.34 psnr_avg:36.01 psnr_y:35.48 psnr_u:37.06 psnr_v:37.59 
n:8 mse_avg:21.00 mse_y:25.40 mse_u:12.93 mse_v:11.49 psnr_avg:34.91 psnr_y:34.08 psnr_u:37.02 psnr_v:37.53 
n:9 mse_avg:13.79 mse_y:15.21 mse_u:11.61 mse_v:10.29 psnr_avg:36.74 psnr_y:36.31 psnr_u:37.48 psnr_v:38.01 
n:10 mse_avg:21.07 mse_y:25.45 mse_u:13.08 mse_v:11.54 psnr_avg:34.89 psnr_y:34.07 psnr_u:36.97 psnr_v:37.51 
n:11 mse_avg:16.87 mse_y:19.15 mse_u:13.13 mse_v:11.52 psnr_avg:35.86 psnr_y:35.31 psnr_u:36.95 psnr_v:37.52 
n:12 mse_avg:21.73 mse_y:26.31 mse_u:13.37 mse_v:11.77 psnr_avg:34.76 psnr_y:33.93 psnr_u:36.87 psnr_v:37.42 
n:13 mse_avg:14.80 mse_y:16.36 mse_u:12.45 mse_v:10.89 psnr_avg:36.43 psnr_y:35.99 psnr_u:37.18 psnr_v:37.76 
n:14 mse_avg:21.29 mse_y:25.71 mse_u:13.17 mse_v:11.73 psnr_avg:34.85 psnr_y:34.03 psnr_u:36.93 psnr_v:37.44 
n:15 mse_avg:15.95 mse_y:17.95 mse_u:12.69 mse_v:11.21 psnr_avg:36.10 psnr_y:35.59 psnr_u:37.10 psnr_v:37.64 
n:16 mse_avg:20.02 mse_y:24.01 mse_u:12.73 mse_v:11.32 psnr_avg:35.12 psnr_y:34.33 psnr_u:37.08 psnr_v:37.59 
n:17 mse_avg:14.51 mse_y:16.11 mse_u:12.13 mse_v:10.50 psnr_avg:36.51 psnr_y:36.06 psnr_u:37.29 psnr_v:37.92 
n:18 mse_avg:19.33 mse_y:23.01 mse_u:12.68 mse_v:11.23 psnr_avg:35.27 psnr_y:34.51 psnr_u:37.10 psnr_v:37.63 
n:19 mse_avg:16.60 mse_y:18.83 mse_u:12.93 mse_v:11.32 psnr_avg:35.93 psnr_y:35.38 psnr_u:37.01 psnr_v:37.59 
n:20 mse_avg:20.29 mse_y:24.29 mse_u:13.08 mse_v:11.50 psnr_avg:35.06 psnr_y:34.28 psnr_u:36.96 psnr_v:37.52 
n:21 mse_avg:14.75 mse_y:16.31 mse_u:12.41 mse_v:10.86 psnr_avg:36.44 psnr_y:36.01 psnr_u:37.19 psnr_v:37.77 
n:22 mse_avg:20.17 mse_y:24.19 mse_u:12.84 mse_v:11.42 psnr_avg:35.08 psnr_y:34.29 psnr_u:37.05 psnr_v:37.55 
n:23 mse_avg:16.62 mse_y:18.83 mse_u:12.99 mse_v:11.40 psnr_avg:35.93 psnr_y:35.38 psnr_u:36.99 psnr_v:37.56 
n:24 mse_avg:21.18 mse_y:25.65 mse_u:13.00 mse_v:11.49 psnr_avg:34.87 psnr_y:34.04 psnr_u:36.99 psnr_v:37.53 
n:25 mse_avg:13.92 mse_y:15.32 mse_u:11.80 mse_v:10.44 psnr_avg:36.69 psnr_y:36.28 psnr_u:37.41 psnr_v:37.94 
n:26 mse_avg:21.28 mse_y:25.76 mse_u:13.08 mse_v:11.55 psnr_avg:34.85 psnr_y:34.02 psnr_u:36.96 psnr_v:37.50 
n:27 mse_avg:17.46 mse_y:19.93 mse_u:13.36 mse_v:11.69 psnr_avg:35.71 psnr_y:35.14 psnr_u:36.87 psnr_v:37.45 
n:28 mse_avg:21.69 mse_y:26.20 mse_u:13.44 mse_v:11.88 psnr_avg:34.77 psnr_y:33.95 psnr_u:36.85 psnr_v:37.38 
n:29 mse_avg:14.94 mse_y:16.62 mse_u:12.35 mse_v:10.81 psnr_avg:36.39 psnr_y:35.92 psnr_u:37.21 psnr_v:37.79 
n:30 mse_avg:20.72 mse_y:24.99 mse_u:12.81 mse_v:11.52 psnr_avg:34.97 psnr_y:34.15 psnr_u:37.06 psnr_v:37.52 
n:31 mse_avg:15.89 mse_y:17.99 mse_u:12.39 mse_v:10.98 psnr_avg:36.12 psnr_y:35.58 psnr_u:37.20 psnr_v:37.72 
n:32 mse_avg:19.52 mse_y:23.44 mse_u:12.31 mse_v:11.02 psnr_avg:35.23 psnr_y:34.43 psnr_u:37.23 psnr_v:37.71 
n:33 mse_avg:12.97 mse_y:14.11 mse_u:11.21 mse_v:10.13 psnr_avg:37.00 psnr_y:36.63 psnr_u:37.63 psnr_v:38.08 
n:34 mse_avg:18.22 mse_y:21.70 mse_u:11.76 mse_v:10.81 psnr_avg:35.52 psnr_y:34.77 psnr_u:37.43 psnr_v:37.79 
n:35 mse_avg:15.70 mse_y:17.68 mse_u:12.39 mse_v:11.12 psnr_avg:36.17 psnr_y:35.66 psnr_u:37.20 psnr_v:37.67 
n:36 mse_avg:20.37 mse_y:24.52 mse_u:12.72 mse_v:11.42 psnr_avg:35.04 psnr_y:34.24 psnr_u:37.09 psnr_v:37.56 
n:37 mse_avg:14.01 mse_y:15.39 mse_u:11.95 mse_v:10.52 psnr_avg:36.67 psnr_y:36.26 psnr_u:37.36 psnr_v:37.91 
n:38 mse_avg:20.92 mse_y:25.14 mse_u:13.25 mse_v:11.70 psnr_avg:34.93 psnr_y:34.13 psnr_u:36.91 psnr_v:37.45 
n:39 mse_avg:16.73 mse_y:18.88 mse_u:13.24 mse_v:11.64 psnr_avg:35.90 psnr_y:35.37 psnr_u:36.91 psnr_v:37.47 
n:40 mse_avg:21.15 mse_y:25.47 mse_u:13.36 mse_v:11.66 psnr_avg:34.88 psnr_y:34.07 psnr_u:36.87 psnr_v:37.46 
n:41 mse_avg:13.96 mse_y:15.32 mse_u:11.97 mse_v:10.50 psnr_avg:36.68 psnr_y:36.28 psnr_u:37.35 psnr_v:37.92 
